stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\fufux\Documents\ProjetoIntegrador\game\project\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12325] removed dtor for sub_bitmap 0000022EAFB8D070
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12329] removed dtor for sub_bitmap 0000022EAFB8D450
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12335] removed dtor for sub_bitmap 0000022EAFB8E7B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12340] removed dtor for sub_bitmap 0000022EAFB8D640
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12345] removed dtor for sub_bitmap 0000022EAFB8CAA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12348] removed dtor for sub_bitmap 0000022EAFB8D830
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12354] removed dtor for sub_bitmap 0000022EAFB8E9A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12359] removed dtor for sub_bitmap 0000022EAFB8BD10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12364] removed dtor for sub_bitmap 0000022EAFB8CC90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12369] removed dtor for sub_bitmap 0000022EAFB8B550
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12375] removed dtor for sub_bitmap 0000022EAFB8DA20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12380] removed dtor for sub_bitmap 0000022EAFB8C0F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12383] removed dtor for sub_bitmap 0000022EAFB8CE80
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12387] removed dtor for sub_bitmap 0000022EAFB8BB20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12392] removed dtor for sub_bitmap 0000022EAFB8DC10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12396] removed dtor for sub_bitmap 0000022EAFB8DE00
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12400] removed dtor for sub_bitmap 0000022EAFB8B170
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12404] removed dtor for sub_bitmap 0000022EAFB8C2E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12408] removed dtor for sub_bitmap 0000022EAFB8AD90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12418] removed dtor for sub_bitmap 0000022EAFB8AF80
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12424] removed dtor for sub_bitmap 0000022EAFB8BF00
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12428] removed dtor for sub_bitmap 0000022EAFB8DFF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12433] removed dtor for sub_bitmap 0000022EAFB8E1E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12438] removed dtor for sub_bitmap 0000022EAFB8E5C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12443] removed dtor for sub_bitmap 0000022EAFB8B360
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12448] removed dtor for sub_bitmap 0000022EAFB8B740
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12453] removed dtor for sub_bitmap 0000022EAFB8B930
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12461] removed dtor for sub_bitmap 0000022EAFB92300
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12467] removed dtor for sub_bitmap 0000022EAFB91F20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12472] removed dtor for sub_bitmap 0000022EAFB93C30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12477] removed dtor for sub_bitmap 0000022EAFB93660
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12482] removed dtor for sub_bitmap 0000022EAFB91760
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12486] removed dtor for sub_bitmap 0000022EAFB94200
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12490] removed dtor for sub_bitmap 0000022EAFB91950
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12495] removed dtor for sub_bitmap 0000022EAFB91380
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12499] removed dtor for sub_bitmap 0000022EAFB91190
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12503] removed dtor for sub_bitmap 0000022EAFB90FA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12507] removed dtor for sub_bitmap 0000022EAFB90DB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12511] removed dtor for sub_bitmap 0000022EAFB91B40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12516] removed dtor for sub_bitmap 0000022EAFB91D30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12521] removed dtor for sub_bitmap 0000022EAFB92110
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12527] removed dtor for sub_bitmap 0000022EAFB924F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12533] removed dtor for sub_bitmap 0000022EAFB943F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12538] removed dtor for sub_bitmap 0000022EAFB926E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12542] removed dtor for sub_bitmap 0000022EAFB949C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12546] removed dtor for sub_bitmap 0000022EAFB93850
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12550] removed dtor for sub_bitmap 0000022EAFB92AC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12554] removed dtor for sub_bitmap 0000022EAFB91570
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12559] removed dtor for sub_bitmap 0000022EAFB928D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12564] removed dtor for sub_bitmap 0000022EAFB93A40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12568] removed dtor for sub_bitmap 0000022EAFB92EA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12577] removed dtor for sub_bitmap 0000022EAFB92CB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12582] removed dtor for sub_bitmap 0000022EAFB93090
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12586] removed dtor for sub_bitmap 0000022EAFB93280
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12591] removed dtor for sub_bitmap 0000022EAFB93470
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12594] removed dtor for sub_bitmap 0000022EAFB93E20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12599] removed dtor for sub_bitmap 0000022EAFB94010
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12605] removed dtor for sub_bitmap 0000022EAFB945E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12610] removed dtor for sub_bitmap 0000022EAFB947D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12614] removed dtor for sub_bitmap 0000022EAFB99F20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12618] removed dtor for sub_bitmap 0000022EAFB9B280
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12621] removed dtor for sub_bitmap 0000022EAFB9ACB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12625] removed dtor for sub_bitmap 0000022EAFB98BC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12631] removed dtor for sub_bitmap 0000022EAFB9BC30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12636] removed dtor for sub_bitmap 0000022EAFB96120
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12640] removed dtor for sub_bitmap 0000022EAFB9C010
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12645] removed dtor for sub_bitmap 0000022EAFB98020
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12651] removed dtor for sub_bitmap 0000022EAFB9A110
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12655] removed dtor for sub_bitmap 0000022EAFB96500
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12658] removed dtor for sub_bitmap 0000022EAFB966F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12662] removed dtor for sub_bitmap 0000022EAFB9BA40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12666] removed dtor for sub_bitmap 0000022EAFB98FA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12670] removed dtor for sub_bitmap 0000022EAFB9B660
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12673] removed dtor for sub_bitmap 0000022EAFB94DC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12677] removed dtor for sub_bitmap 0000022EAFB97480
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12681] removed dtor for sub_bitmap 0000022EAFB9A4F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12686] removed dtor for sub_bitmap 0000022EAFB97C40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12691] removed dtor for sub_bitmap 0000022EAFB9AEA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12696] removed dtor for sub_bitmap 0000022EAFB95D40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12701] removed dtor for sub_bitmap 0000022EAFB99D30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12705] removed dtor for sub_bitmap 0000022EAFB97E30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12709] removed dtor for sub_bitmap 0000022EAFB9B090
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12714] removed dtor for sub_bitmap 0000022EAFB95F30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12722] removed dtor for sub_bitmap 0000022EAFB9A300
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12727] removed dtor for sub_bitmap 0000022EAFB9B850
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12731] removed dtor for sub_bitmap 0000022EAFB9BE20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12735] removed dtor for sub_bitmap 0000022EAFB99570
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12739] removed dtor for sub_bitmap 0000022EAFB9C200
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12744] removed dtor for sub_bitmap 0000022EAFB99B40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12748] removed dtor for sub_bitmap 0000022EAFB9A6E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12752] removed dtor for sub_bitmap 0000022EAFB9A8D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12756] removed dtor for sub_bitmap 0000022EAFB9AAC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12760] removed dtor for sub_bitmap 0000022EAFB96310
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12764] removed dtor for sub_bitmap 0000022EAFB9C3F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12769] removed dtor for sub_bitmap 0000022EAFB97290
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12774] removed dtor for sub_bitmap 0000022EAFB968E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12779] removed dtor for sub_bitmap 0000022EAFB94FB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12784] removed dtor for sub_bitmap 0000022EAFB95390
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12788] removed dtor for sub_bitmap 0000022EAFB9C5E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12793] removed dtor for sub_bitmap 0000022EAFB97670
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12797] removed dtor for sub_bitmap 0000022EAFB98210
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12803] removed dtor for sub_bitmap 0000022EAFB96AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12807] removed dtor for sub_bitmap 0000022EAFB99760
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12812] removed dtor for sub_bitmap 0000022EAFB951A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12816] removed dtor for sub_bitmap 0000022EAFB9C7D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12820] removed dtor for sub_bitmap 0000022EAFB99190
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12824] removed dtor for sub_bitmap 0000022EAFB97860
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12827] removed dtor for sub_bitmap 0000022EAFB95580
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12833] removed dtor for sub_bitmap 0000022EAFB95770
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12837] removed dtor for sub_bitmap 0000022EAFB99380
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12843] removed dtor for sub_bitmap 0000022EAFB95960
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12847] removed dtor for sub_bitmap 0000022EAFB96CC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12852] removed dtor for sub_bitmap 0000022EAFB9B470
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12857] removed dtor for sub_bitmap 0000022EAFB95B50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12866] removed dtor for sub_bitmap 0000022EAFB96EB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12872] removed dtor for sub_bitmap 0000022EAFB970A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12877] removed dtor for sub_bitmap 0000022EAFB98400
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12881] removed dtor for sub_bitmap 0000022EAFB99950
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12887] removed dtor for sub_bitmap 0000022EAFB97A50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12891] removed dtor for sub_bitmap 0000022EAFB985F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12895] removed dtor for sub_bitmap 0000022EAFB987E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12901] removed dtor for bitmap 0000022EAB9BA090
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12909] removed dtor for queue 0000022EA84DB050
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12915] removed dtor for timer 0000022EA9F52CD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12921] removed dtor for bitmap 0000022EAFB989D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12981] removed dtor for bitmap 0000022EAFB98DB0
